Date,Open,High,Low,Close,Adj Close,Volume
2018-07-20,2186.100098,2202.850098,2171.100098,2189.050049,2189.050049,2501741
2018-07-23,2150.000000,2178.000000,2138.050049,2156.449951,2156.449951,4220033
2018-07-24,2147.000000,2169.000000,2147.000000,2159.750000,2159.750000,1302198
2018-07-25,2164.649902,2176.800049,2160.000000,2170.350098,2170.350098,1759654
2018-07-26,2165.000000,2203.449951,2165.000000,2192.600098,2192.600098,5320273
2018-07-27,2201.949951,2211.949951,2184.699951,2202.149902,2202.149902,2638649
2018-07-30,2199.000000,2199.000000,2159.399902,2169.899902,2169.899902,1792280
2018-07-31,2160.000000,2185.899902,2150.050049,2179.500000,2179.500000,2215236
2018-08-01,2162.800049,2175.000000,2151.699951,2158.699951,2158.699951,1517890
2018-08-02,2153.500000,2153.699951,2121.350098,2130.199951,2130.199951,2226426
2018-08-03,2133.550049,2147.050049,2114.000000,2121.649902,2121.649902,3401002
2018-08-06,2121.000000,2137.399902,2106.100098,2114.300049,2114.300049,1436158
2018-08-07,2125.000000,2134.500000,2108.000000,2130.899902,2130.899902,1857114
2018-08-08,2135.850098,2151.800049,2133.050049,2136.350098,2136.350098,2486345
2018-08-09,2142.000000,2142.000000,2094.649902,2118.500000,2118.500000,2236102
2018-08-10,2123.500000,2123.800049,2098.000000,2114.449951,2114.449951,1360735
2018-08-13,2084.000000,2103.949951,2080.000000,2091.649902,2091.649902,2513563
2018-08-14,2098.000000,2105.000000,2087.199951,2089.100098,2089.100098,1233991
2018-08-16,2083.000000,2086.699951,2066.399902,2075.699951,2075.699951,2656290
2018-08-17,2082.899902,2093.050049,2071.649902,2077.350098,2077.350098,1516332
2018-08-20,2075.000000,2107.600098,2075.000000,2096.199951,2096.199951,1952784
2018-08-21,2098.000000,2112.000000,2092.649902,2096.050049,2096.050049,1944080
2018-08-23,2105.000000,2107.000000,2076.850098,2079.899902,2079.899902,3143638
2018-08-24,2071.000000,2093.600098,2066.050049,2069.850098,2069.850098,2428657
2018-08-27,2077.000000,2088.500000,2070.250000,2080.449951,2080.449951,3143697
2018-08-28,2088.000000,2098.250000,2078.800049,2094.850098,2094.850098,2493383
2018-08-29,2092.149902,2094.050049,2072.750000,2078.500000,2078.500000,2468423
2018-08-30,2083.600098,2087.899902,2061.850098,2066.100098,2066.100098,5456865
2018-08-31,2069.199951,2078.750000,2058.250000,2061.199951,2061.199951,3942875
2018-09-03,2069.399902,2078.949951,2063.500000,2075.050049,2075.050049,1915402
2018-09-04,2076.899902,2077.949951,2049.000000,2051.800049,2051.800049,1782634
2018-09-05,2053.800049,2060.199951,2035.550049,2045.849976,2045.849976,1410377
2018-09-06,2049.000000,2059.000000,2032.599976,2052.199951,2052.199951,2600603
2018-09-07,2051.000000,2060.000000,2040.750000,2056.949951,2056.949951,1479825
2018-09-10,2055.000000,2055.000000,2025.099976,2041.150024,2041.150024,2149648
2018-09-11,2046.300049,2048.000000,1994.150024,2000.400024,2000.400024,4546634
2018-09-12,2001.900024,2021.349976,1989.550049,2011.849976,2011.849976,3061502
2018-09-14,2019.849976,2037.400024,2018.949951,2029.599976,2029.599976,2583668
2018-09-17,2021.300049,2022.949951,1988.000000,1992.199951,1992.199951,2334555
2018-09-18,1994.900024,2009.849976,1980.949951,1989.199951,1989.199951,2331434
2018-09-19,1994.849976,1998.000000,1956.500000,1961.349976,1961.349976,4178066
2018-09-21,1973.900024,1999.849976,1910.199951,1970.250000,1970.250000,5652537
2018-09-24,1967.250000,1972.199951,1915.000000,1925.699951,1925.699951,3347698
2018-09-25,1925.699951,1962.000000,1915.000000,1952.400024,1952.400024,4170638
2018-09-26,1962.949951,1978.000000,1955.300049,1968.199951,1968.199951,3681681
2018-09-27,1969.400024,1986.000000,1955.150024,1976.150024,1976.150024,4588052
2018-09-28,1980.650024,2015.449951,1977.150024,2006.050049,2006.050049,3615179
2018-10-01,2009.800049,2042.000000,1997.800049,2035.449951,2035.449951,3112397
2018-10-03,2030.449951,2052.199951,2007.000000,2031.150024,2031.150024,3833037
2018-10-04,2008.000000,2017.800049,1943.000000,1957.750000,1957.750000,4492646
2018-10-05,1953.949951,1990.000000,1940.150024,1965.300049,1965.300049,3932295
2018-10-08,1965.000000,1969.000000,1930.000000,1945.000000,1945.000000,5032005
2018-10-09,1944.400024,1965.000000,1930.000000,1940.599976,1940.599976,3114841
2018-10-10,1945.000000,1982.250000,1935.500000,1967.150024,1967.150024,3984983
2018-10-11,1925.000000,1948.300049,1917.599976,1937.550049,1937.550049,3589976
2018-10-12,1945.000000,1997.099976,1942.000000,1981.849976,1981.849976,2400080
2018-10-15,1990.000000,2010.800049,1970.300049,2008.050049,2008.050049,3146492
2018-10-16,2003.000000,2018.199951,1987.500000,1992.750000,1992.750000,2351501
2018-10-17,2006.099976,2013.000000,1963.500000,1974.599976,1974.599976,1985199
2018-10-19,1958.900024,1980.849976,1958.000000,1967.750000,1967.750000,2466837
2018-10-22,2014.000000,2020.000000,1988.599976,1998.900024,1998.900024,5082790
2018-10-23,1973.000000,1998.900024,1973.000000,1984.849976,1984.849976,4857141
2018-10-24,2004.000000,2008.800049,1972.599976,1992.250000,1992.250000,4518084
2018-10-25,1973.599976,2003.599976,1962.449951,1968.800049,1968.800049,7461764
2018-10-26,1968.800049,1977.199951,1949.000000,1961.199951,1961.199951,3788928
2018-10-29,1964.099976,1964.949951,1895.199951,1926.300049,1926.300049,4261070
2018-10-30,1925.000000,1932.000000,1899.300049,1912.750000,1912.750000,3457176
2018-10-31,1902.050049,1917.900024,1885.000000,1911.750000,1911.750000,5862351
2018-11-01,1930.000000,1930.000000,1896.000000,1912.199951,1912.199951,4907263
2018-11-02,1926.000000,1960.000000,1912.000000,1949.449951,1949.449951,7523217
2018-11-05,1949.900024,1959.650024,1938.000000,1956.000000,1956.000000,1426324
2018-11-06,1955.000000,1976.000000,1942.949951,1946.550049,1946.550049,2121397
2018-11-07,1961.000000,1964.949951,1950.000000,1957.949951,1957.949951,239690
2018-11-09,1958.199951,1959.900024,1936.300049,1945.400024,1945.400024,2525405
2018-11-12,1951.500000,1962.000000,1917.150024,1921.050049,1921.050049,1976941
2018-11-13,1919.000000,1937.699951,1908.199951,1927.750000,1927.750000,3337603
2018-11-14,1938.550049,1960.000000,1936.599976,1957.750000,1957.750000,6527659
2018-11-15,1961.900024,1977.300049,1931.199951,1975.150024,1975.150024,2598131
2018-11-16,1981.000000,2013.000000,1980.000000,2004.300049,2004.300049,3953304
2018-11-19,2011.000000,2021.000000,2001.900024,2013.900024,2013.900024,3071607
2018-11-20,2013.000000,2019.599976,1999.050049,2012.449951,2012.449951,1426292
2018-11-21,2012.750000,2023.949951,2004.000000,2018.750000,2018.750000,1636401
2018-11-22,2013.250000,2035.000000,2000.150024,2005.500000,2005.500000,3243638
2018-11-26,2013.900024,2052.000000,2012.050049,2049.800049,2049.800049,4546109
2018-11-27,2041.050049,2067.899902,2040.750000,2064.000000,2064.000000,3223860
2018-11-28,2065.000000,2098.600098,2060.100098,2089.250000,2089.250000,3255277
2018-11-29,2101.000000,2137.399902,2094.000000,2131.050049,2131.050049,7977159
2018-11-30,2130.000000,2137.550049,2110.000000,2128.449951,2128.449951,3260231
2018-12-03,2131.000000,2142.000000,2106.899902,2113.300049,2113.300049,2699964
2018-12-04,2105.399902,2111.000000,2078.600098,2085.550049,2085.550049,2039355
2018-12-05,2078.000000,2105.300049,2075.949951,2099.199951,2099.199951,2949711
2018-12-06,2089.699951,2101.649902,2085.000000,2097.050049,2097.050049,2932563
2018-12-07,2106.699951,2118.000000,2080.300049,2107.600098,2107.600098,2475980
2018-12-10,2065.899902,2104.800049,2065.899902,2088.750000,2088.750000,2728764
2018-12-11,2056.000000,2071.300049,2032.000000,2059.550049,2059.550049,4726445
2018-12-12,2066.949951,2089.800049,2060.100098,2085.300049,2085.300049,2842622
2018-12-13,2095.000000,2125.000000,2091.300049,2101.300049,2101.300049,1766059
2018-12-14,2104.899902,2118.000000,2088.050049,2095.699951,2095.699951,1539571
2018-12-17,2104.000000,2132.600098,2099.000000,2130.199951,2130.199951,2109331
2018-12-18,2124.000000,2139.000000,2102.600098,2135.449951,2135.449951,1853492
2018-12-19,2133.100098,2159.399902,2113.550049,2123.449951,2123.449951,2252474
2018-12-20,2112.550049,2140.449951,2102.649902,2137.449951,2137.449951,1995119
2018-12-21,2134.000000,2149.100098,2109.050049,2111.149902,2111.149902,2555077
2018-12-24,2104.000000,2104.000000,2077.350098,2080.649902,2080.649902,1400372
2018-12-26,2077.000000,2127.000000,2069.000000,2122.350098,2122.350098,1900479
2018-12-27,2133.000000,2138.199951,2098.449951,2105.050049,2105.050049,2909967
2018-12-28,2117.350098,2137.750000,2115.500000,2122.899902,2122.899902,2353903
2018-12-31,2137.000000,2137.000000,2116.699951,2121.699951,2121.699951,1466632
2019-01-01,2127.649902,2151.000000,2105.600098,2148.100098,2148.100098,1593360
2019-01-02,2142.800049,2147.500000,2119.699951,2128.500000,2128.500000,2033558
2019-01-03,2124.199951,2128.250000,2103.000000,2111.800049,2111.800049,3192916
2019-01-04,2115.250000,2128.500000,2110.350098,2117.449951,2117.449951,1821780
2019-01-07,2127.699951,2135.350098,2118.000000,2120.649902,2120.649902,1346753
2019-01-08,2122.000000,2123.500000,2096.649902,2103.000000,2103.000000,2085865
2019-01-09,2118.000000,2121.350098,2102.600098,2116.800049,2116.800049,2142157
2019-01-10,2117.000000,2123.800049,2092.649902,2108.500000,2108.500000,1922885
2019-01-11,2113.800049,2124.000000,2108.000000,2111.899902,2111.899902,1602010
2019-01-14,2109.899902,2109.899902,2098.449951,2101.649902,2101.649902,1213790
2019-01-15,2105.050049,2126.500000,2102.000000,2121.899902,2121.899902,1271889
2019-01-16,2120.050049,2125.000000,2108.250000,2120.199951,2120.199951,1313113
2019-01-17,2125.250000,2135.899902,2113.350098,2132.300049,2132.300049,2060057
2019-01-18,2135.000000,2139.000000,2114.550049,2130.250000,2130.250000,1301994
2019-01-21,2139.949951,2166.500000,2126.500000,2148.149902,2148.149902,4390378
2019-01-22,2146.000000,2146.800049,2129.050049,2135.850098,2135.850098,2199244
2019-01-23,2134.000000,2135.850098,2101.449951,2105.399902,2105.399902,1906072
2019-01-24,2110.000000,2121.649902,2097.899902,2102.250000,2102.250000,2527893
2019-01-25,2093.000000,2110.000000,2090.000000,2096.000000,2096.000000,2815559
2019-01-28,2090.000000,2102.050049,2076.750000,2084.149902,2084.149902,3840109
2019-01-29,2078.250000,2083.000000,2053.000000,2057.600098,2057.600098,3690697
2019-01-30,2057.250000,2057.250000,2028.000000,2034.699951,2034.699951,4628540
2019-01-31,2031.000000,2089.750000,2022.000000,2079.949951,2079.949951,4144851
2019-02-01,2079.949951,2117.000000,2076.600098,2090.449951,2090.449951,3913547
2019-02-04,2095.000000,2113.000000,2082.649902,2104.899902,2104.899902,1984572
2019-02-05,2108.000000,2119.000000,2097.000000,2114.050049,2114.050049,2172552
2019-02-06,2116.250000,2127.000000,2113.600098,2122.649902,2122.649902,2718921
2019-02-07,2125.050049,2130.000000,2105.850098,2117.250000,2117.250000,1804327
2019-02-08,2112.000000,2144.949951,2106.649902,2122.649902,2122.649902,3058911
2019-02-11,2113.300049,2142.899902,2113.300049,2139.649902,2139.649902,1759091
2019-02-12,2138.000000,2148.000000,2124.800049,2129.699951,2129.699951,2443097
2019-02-14,2140.000000,2140.000000,2105.600098,2110.199951,2110.199951,1860347
2019-02-15,2107.350098,2108.100098,2078.199951,2100.649902,2100.649902,2104131
2019-02-18,2106.800049,2118.000000,2086.000000,2089.899902,2089.899902,1784686
2019-02-19,2089.699951,2108.149902,2078.199951,2084.050049,2084.050049,1317159
2019-02-20,2088.500000,2111.000000,2081.899902,2108.350098,2108.350098,1223125
2019-02-21,2101.699951,2119.949951,2093.600098,2115.899902,2115.899902,1315386
2019-02-22,2119.399902,2128.100098,2089.100098,2091.449951,2091.449951,2222677
2019-02-25,2095.149902,2129.949951,2095.149902,2125.399902,2125.399902,2035149
2019-02-26,2111.250000,2125.000000,2101.100098,2110.649902,2110.649902,2401857
2019-02-27,2116.100098,2124.449951,2088.149902,2092.250000,2092.250000,1757523
2019-02-28,2093.100098,2105.850098,2073.199951,2077.550049,2077.550049,2911344
2019-03-01,2086.250000,2100.899902,2077.000000,2083.350098,2083.350098,2338232
2019-03-05,2088.899902,2111.100098,2070.000000,2107.100098,2107.100098,2959319
2019-03-06,2110.000000,2110.300049,2090.550049,2104.250000,2104.250000,2114511
2019-03-07,2109.600098,2130.000000,2095.000000,2126.500000,2126.500000,2551213
2019-03-08,2115.050049,2130.000000,2109.449951,2128.199951,2128.199951,1763365
